#trap ID	x	y
TPCL1	188427	4745838
TPCL2	188081	4745752
TPCL3	187975	4745719
TPCL4	187906	4745693
TPCL5	187783	4745687
TPCL6	187761	4745671
TPCL7	187626	4745675
TPCL8	187534	4745681
TPCL9	187472	4745677
TPCL10	187389	4745668
TPCL11	186608	4747042
TPCL12	186660	4746995
TPCL13	186569	4747031
TPCL14	186490	4747089
TPCL15	186411	4747116
TPCL16	186314	4747104
TPCL17	186211	4747074
TPCL18	186135	4747016
TPCL19	187105	4747105
TPCL20	186021	4746404
TPCL21	187395	4753851
TPCL22	186980	4748840
TPCL23	186907	4748803
TPCL24	186842	4748853
TPCL25	186800	4748822
TPCL26	186758	4748763
TPCL27	186703	4748651
TPCL28	186668	4748724
TPCL29	186520	4748764
TPCL30	186456	4748708
TPCL31	188627	4747470
TPCL32	188573	4747528
TPCL33	188563	4747624
TPCL34	188518	4747669
TPCL35	188483	4747743
TPCL36	188380	4747799
TPCL37	188321	4747868
TPCL38	188244	4747968
TPCL39	188376	4747996
TPCL40	188044	4748132
TPCL41	185328	4752420
TPCL42	185337	4752309
TPCL43	185342	4752204
TPCL44	185371	4752130
TPCL45	185369	4752020
TPCL46	185378	4751939
TPCL47	185410	4751839
TPCL48	185410	4751706
TPCL49	185449	4751610
TPCL50	185487	4751307
TPCL51	197672	4756455
TPCL52	197595	4756477
TPCL53	197537	4756492
TPCL54	197318	4754517
TPCL55	197366	4756530
TPCL56	195651	4756568
TPCL57	195506	4756462
TPCL58	195363	4756250
TPCL59	199857	4753793
TPCL60	199799	4753729
TPCL61	199658	4753675
TPCL62	199509	4753624
TPCL63	199449	4753585
TPCL64	199399	4753517
TPCL65	199376	4753927
TPCL66	199237	4753475
TPCL67	188609	4752276
TPCL68	188653	4752331
TPCL69	188694	4752347
TPCL70	188601	4752328
TPCL71	188442	4752275
TPCL72	188491	4752354
TPCL73	188614	4752465
TPCL74	188171	4752194
TPCL75	188614	4752712
TPCL76	188645	4752805
TPCL77	195372	4760995
TPCL78	194883	4755977
TPCL79	194911	4756111
TPCL80	194714	4755865
TPCL81	194669	4756278
TPCL82	194568	4755638
TPCL83	194550	4755529
TPCL84	194509	4755415
TPCL85	194512	4755289
TPCL86	194393	4755239
TPCL87	189366	4751770
TPCL88	189227	4751837
TPCL89	188835	4751951
TPCL90	188673	4751982
TPCL91	188536	4751887
TPCL92	188375	4751862
TPCL93	188297	4751780
TPCL94	188192	4751749
TPCL95	188123	4751642
TPCL96	188013	4751620
TPCL97	192064	4749888
TPCL98	191956	4749929
TPCL99	191620	4749954
TPCL100	191572	4750048
TPCL101	191308	4750298
TPCL102	191174	4750369
TPCL103	190807	4750618
TPCL104	190633	4750825
TPCL105	190398	4751282
TPCL106	190047	4751360
TPCL107	204732	4756713
TPCL108	204720	4756969
TPCL109	204752	4757475
TPCL110	204737	4757831
TPCL111	204630	4757770
TPCL112	204737	4757642
TPCL113	204856	4758399
TPCL114	204666	4758690
TPCL115	204919	4758231
TPCL116	204612	4757032
TPCL117	194665	4752865
TPCL118	194478	4752865
TPCL119	194115	4753184
TPCL120	193882	4753440
TPCL121	193915	4753226
TPCL122	194051	4752939
TPCL123	194197	4752848
TPCL124	194573	4752544
TPCL125	194400	4752794
TPCL126	194837	4752631
TPCL127	191123	4752068
TPCL128	191249	4752191
TPCL129	191855	4751996
TPCL130	191739	4752541
TPCL131	191935	4752765
TPCL132	192128	4753062
TPCL133	192082	4753381
TPCL134	192029	4753634
TPCL135	191770	4752884
TPCL136	191430	4752455
TPCL137	186136	4753448
TPCL138	185895	4753396
TPCL139	185469	4753313
TPCL140	185397	4752881
TPCL141	185372	4752737
TPCL142	185457	4752637
TPCL143	185508	4752427
TPCL144	186203	4753082
TPCL145	186394	4752890
TPCL146	186613	4753047
TPCL147	212553	4756495
TPCL148	217544	4756101
TPCL149	212471	4756472
TPCL150	212413	4756481
TPCL151	212290	4756434
TPCL152	212180	4756409
